booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel
B0599,China,Kandy,2024-04-06,3,Room Only,Standard,2,7257.0,Bus,Agent
B0600,Russia,Negombo,2024-01-21,4,Half Board,Suite,4,14978.0,Train,Online
B0601,India,Galle,2024-09-17,4,Breakfast,Budget,5,15800.0,Train,Travel Agency
B0602,Germany,Colombo ,2024-06-17,3,Half Board,Budget,4,7797.0,Flight,Direct
B0603,France,Galle,2024-08-20,5,Half Board,Budget,3,27348.0,Taxi,Direct
B0604,  Australia  ,Galle,2024-03-07,3,Room Only,Deluxe,3,8477.0,Flight,Travel Agency
B0605,UK,Galle,2024-07-23,3,Room Only,Standard,2,7821.0,Taxi,Direct
B0606,UK,Colombo,2024-08-09,5,Half Board,Standard,3,25827.0,Bus,Agent
B0607,  Germany  ,Kandy,2024-08-04,3,Full Board,Deluxe,5,7498.0,Taxi,Online
B0608,Germany,Colombo ,2024-12-17,5,Breakfast,Suite,5,25647.0,Flight,Direct
B0609,France,Colombo,2024-03-06,5,Half Board,Standard,5,24638.0,Flight,Online
B0610,Germany,Kandy,2024-08-25,5,Half Board,Deluxe,3,25427.0,Flight,Online
B0611,USA,Galle,2024-01-24,3,Full Board,Deluxe,3,8139.0,Taxi,Travel Agency
B0612,Russia,Negombo ,2024-04-05,3,Breakfast,Budget,6,8771.0,Bus,Online
B0613,India,Colombo,2024-12-01,4,Full Board,Suite,7,15473.0,Taxi,Direct
B0614,India,Galle ,2024-12-19,5,Full Board,Deluxe,1,23125.0,Flight,Agent
B0615,Russia,Negombo,2024-04-17,4,Breakfast,Standard,4,16026.0,Train,Online
B0616,Germany,Colombo,2024-03-26,3,Full Board,Suite,4,7231.0,Taxi,Agent
B0617,France,Colombo,2024-01-05,3,Full Board,Suite,7,7993.0,Bus,Online
B0618,Germany,Kandy,2024-12-13,4,Breakfast,Budget,5,13557.0,Bus,Online
B0619,Australia,Colombo,2024-11-14,5,Half Board,Suite,6,24681.0,Train,Direct
B0620,India,Kandy,2024-10-27,5,Half Board,Suite,2,26915.0,Taxi,Travel Agency
B0621,USA,Galle,2024-03-23,5,Breakfast,Deluxe,6,26246.0,Taxi,Agent
B0622,Germany,Galle,2024-09-09,4,Breakfast,Standard,5,13641.0,Flight,Direct
B0623,UK,Galle,2024-09-14,3,Room Only,Deluxe,4,7382.0,Train,Online
B0624,Russia,Galle,2024-01-24,5,Half Board,Standard,7,25950.0,Flight,Online
B0625,Germany,Galle,2024-02-26,3,Room Only,Budget,5,7368.0,Flight,Agent
B0626,India,Kandy,2024-09-16,4,Room Only,Standard,6,14591.0,Train,Online
B0627,India,Galle,2024-05-05,4,Half Board,Deluxe,5,14013.0,Bus,Direct
B0628,China,Colombo,2024-09-28,4,Breakfast,Standard,7,14786.0,Taxi,Travel Agency
B0629,China,Negombo,2024-08-14,3,Room Only,Budget,1,7741.0,Taxi,Agent
B0630,UK,Negombo ,2024-03-18,5,Room Only,Deluxe,4,24510.0,Bus,Direct
B0631,India,Kandy,2024-03-16,5,Full Board,Suite,6,23525.0,Taxi,Direct
B0632,India,Colombo,2024-06-03,3,Room Only,Deluxe,4,8360.0,Train,Direct
B0633,India,Colombo,2024-11-21,3,Room Only,Budget,7,8063.0,Bus,Agent
B0634,India,Kandy,2024-01-31,4,Half Board,Deluxe,1,13643.0,Flight,Travel Agency
B0635,Germany,Negombo,2024-10-24,5,Breakfast,Deluxe,3,23922.0,Train,Travel Agency
B0636,  India  ,Kandy,2024-07-03,4,Room Only,Standard,6,14777.0,Taxi,Online
B0637,UK,Colombo,2024-02-09,4,Full Board,Suite,7,14291.0,Taxi,Travel Agency
B0638,Australia,Galle,2024-08-01,3,Breakfast,Standard,4,8337.0,Train,Online
B0639,UK,Colombo,2024-10-13,4,Room Only,Suite,1,13862.0,Bus,Online
B0640,India,Kandy,2024-05-30,4,Room Only,Standard,2,15851.0,Taxi,Online
B0641,India,Colombo,2024-09-07,3,Room Only,Deluxe,1,8592.0,Taxi,Travel Agency
B0642,Australia,Galle,2024-08-31,5,Breakfast,Standard,5,25682.0,Taxi,Travel Agency
B0643,UK,Kandy,2024-11-15,4,Full Board,Standard,4,14516.0,Flight,Travel Agency
B0644,France,Galle,2024-10-19,5,Half Board,Budget,6,25296.0,Train,Online
B0645,  USA  ,Kandy,2024-01-10,3,Breakfast,Budget,3,8458.0,Train,Travel Agency
B0646,India,Kandy,2024-09-08,3,Half Board,Suite,2,7863.0,Bus,Travel Agency
B0647,  UK  ,Colombo,2024-03-14,3,Half Board,Budget,2,7690.0,Taxi,Agent
B0648,UK,Galle,2024-06-01,4,Room Only,Deluxe,2,14738.0,Bus,Direct
B0649,UK,Colombo,2024-11-01,5,Breakfast,Suite,5,26261.0,Taxi,Online
B0650,Germany,Colombo,2024-01-15,4,Breakfast,Budget,3,15162.0,Flight,Agent
B0651,UK,Kandy,2024-08-16,3,Breakfast,Standard,3,8064.0,Train,Agent
B0652,Australia,Kandy,2024-01-01,4,Half Board,Standard,1,13680.0,Taxi,Direct
B0653,  India  ,Kandy,2024-11-19,3,Half Board,Budget,2,8382.0,Flight,Direct
B0654,France,Galle,2024-05-23,4,Breakfast,Deluxe,6,16336.0,Bus,Travel Agency
B0655,India,Colombo,2024-11-02,4,Room Only,Standard,6,16266.0,Taxi,Online
B0656,India,Negombo,2024-12-26,4,Full Board,Budget,7,16130.0,Flight,Online
B0657,India,Colombo,2024-07-11,5,Half Board,Suite,2,26695.0,Flight,Online
B0658,India,Colombo,2024-01-11,4,Half Board,Standard,1,15948.0,Bus,Agent
B0659,India,Colombo,2024-12-26,5,Breakfast,Budget,2,27421.0,Taxi,Online
B0660,Germany,Kandy,2024-12-03,5,Breakfast,Budget,5,23141.0,Flight,Agent
B0661,UK,Kandy,2024-05-20,3,Room Only,Deluxe,6,8096.0,Taxi,Online
B0662,Australia,Colombo,2024-06-14,4,Full Board,Deluxe,1,15540.0,Taxi,Travel Agency
B0663,Australia,Colombo,2024-05-22,4,Full Board,Deluxe,1,14675.0,Bus,Online
B0664,Russia,Colombo ,2024-12-19,4,Room Only,Standard,2,13993.0,Bus,Online
B0665,Germany,Galle,2024-10-30,5,Half Board,Deluxe,2,23039.0,Train,Direct
B0666,Germany,Colombo,2024-02-07,5,Full Board,Budget,6,24732.0,Flight,Online
B0667,  India  ,Negombo,2024-12-21,3,Breakfast,Budget,7,7907.0,Bus,Travel Agency
B0668,Germany,Colombo,2024-07-14,4,Room Only,Suite,2,16093.0,Flight,Travel Agency
B0669,France,Kandy,2024-06-22,5,Room Only,Suite,5,24140.0,Train,Online
B0670,UK,Galle,2024-04-09,5,Breakfast,Deluxe,3,24605.0,Taxi,Agent
B0671,UK,Colombo,2024-08-11,5,Half Board,Deluxe,5,26926.0,Train,Agent
B0672,India,Negombo,2024-09-22,5,Breakfast,Budget,2,25035.0,Flight,Travel Agency
B0673,China,Colombo,2024-02-05,4,Breakfast,Suite,6,15575.0,Taxi,Direct
B0674,India,Colombo,2024-06-17,3,Room Only,Suite,7,8656.0,Taxi,Agent
B0675,China,Kandy,2024-04-19,3,Full Board,Deluxe,7,8384.0,Train,Travel Agency
B0676,India,Colombo,2024-01-16,5,Room Only,Standard,3,24702.0,Bus,Online
B0677,  India  ,Colombo,2024-05-14,5,Breakfast,Deluxe,7,25272.0,Train,Agent
B0678,Australia,Colombo,2024-12-12,3,Full Board,Budget,3,8697.0,Bus,Travel Agency
B0679,China,Negombo,2024-11-15,4,Room Only,Budget,2,16148.0,Train,Agent
B0680,India,Kandy,2024-11-21,3,Room Only,Standard,7,8056.0,Train,Direct
B0681,India,Colombo,2024-09-17,5,Full Board,Standard,6,22907.0,Taxi,Online
B0682,Australia,Galle,2024-07-10,4,Full Board,Standard,3,15637.0,Taxi,Travel Agency
B0683,China,Galle,2024-11-28,3,Breakfast,Standard,2,7923.0,Train,Travel Agency
B0684,India,Colombo ,2024-07-10,4,Room Only,Standard,7,13752.0,Taxi,Direct
B0685,Germany,Colombo,2024-08-18,4,Full Board,Suite,3,15913.0,Bus,Direct
B0686,UK,Kandy,2024-07-02,3,Half Board,Budget,7,7642.0,Train,Online
B0687,Germany,Colombo,2024-12-11,4,Half Board,Deluxe,6,15946.0,Bus,Agent
B0688,Russia,Galle,2024-10-05,4,Room Only,Deluxe,3,15966.0,Taxi,Travel Agency
B0689,UK,Galle,2024-03-17,4,Breakfast,Standard,6,15747.0,Taxi,Agent
B0690,USA,Galle,2024-08-24,4,Room Only,Deluxe,7,14063.0,Taxi,Agent
B0691,UK,Colombo,2024-03-06,4,Room Only,Suite,7,15476.0,Bus,Direct
B0692,USA,Galle,2024-12-19,5,Half Board,Deluxe,5,22616.0,Flight,Agent
B0693,India,Kandy,2024-11-04,5,Full Board,Suite,2,27243.0,Flight,Travel Agency
B0694,  Germany  ,Kandy,2024-06-04,3,Breakfast,Budget,6,8084.0,Flight,Travel Agency
B0695,Australia,Kandy,2024-04-15,3,Half Board,Budget,4,7291.0,Flight,Agent
B0696,India,Negombo,2024-03-07,5,Full Board,Suite,6,22843.0,Train,Agent
B0697,France,Galle,2024-03-22,5,Half Board,Standard,5,26083.0,Taxi,Direct
B0698,India,Galle,2024-11-05,3,Half Board,Suite,4,7940.0,Flight,Online
B0699,Germany,Galle,2024-12-30,4,Full Board,Standard,4,14247.0,Taxi,Travel Agency
B0700,China,Colombo,2024-12-23,3,Breakfast,Standard,3,8612.0,Bus,Online
B0701,UK,Kandy,2024-10-10,3,Half Board,Budget,7,7368.0,Bus,Travel Agency
B0702,  Germany  ,Kandy,2024-02-07,5,Full Board,Suite,3,26229.0,Train,Travel Agency
B0703,USA,Colombo,2024-12-09,5,Full Board,Suite,4,22841.0,Train,Travel Agency
B0704,  France  ,Colombo,2024-01-10,5,Room Only,Standard,3,23120.0,Taxi,Agent
B0705,China,Colombo,2024-07-02,3,Breakfast,Budget,6,8051.0,Taxi,Online
B0706,China,Galle,2024-02-22,4,Half Board,Suite,1,15294.0,Flight,Travel Agency
B0707,India,Colombo,2024-02-16,3,Full Board,Budget,1,7739.0,Train,Online
B0708,USA,Galle,2024-03-26,5,Breakfast,Budget,4,25062.0,Bus,Direct
B0709,UK,Kandy,2024-08-07,3,Breakfast,Standard,1,7770.0,Train,Online
B0710,India,Kandy,2024-02-03,5,Half Board,Deluxe,1,22836.0,Train,Travel Agency
B0711,Russia,Colombo,2024-10-01,5,Breakfast,Deluxe,1,25499.0,Taxi,Agent
B0712,Australia,Colombo,2024-12-07,4,Room Only,Deluxe,1,15325.0,Taxi,Travel Agency
B0713,Germany,Galle ,2024-01-07,3,Room Only,Budget,3,7578.0,Taxi,Agent
B0714,India,Colombo,2024-03-18,4,Breakfast,Budget,2,16270.0,Taxi,Direct
B0715,USA,Colombo,2024-07-31,5,Half Board,Budget,2,26734.0,Bus,Direct
B0716,  Australia  ,Galle,2024-05-07,5,Breakfast,Suite,5,24108.0,Taxi,Online
B0717,Russia,Colombo,2024-03-13,3,Breakfast,Budget,2,8148.0,Train,Agent
B0718,Germany,Colombo,2024-04-11,3,Full Board,Standard,5,7598.0,Bus,Travel Agency
B0719,France,Kandy,2024-07-03,4,Full Board,Standard,4,14824.0,Taxi,Agent
B0720,UK,Kandy,2024-02-12,4,Breakfast,Standard,3,14641.0,Bus,Travel Agency
B0721,Germany,Colombo,2024-08-28,3,Breakfast,Standard,1,7220.0,Bus,Travel Agency
B0722,India,Galle,2024-07-15,4,Half Board,Budget,4,16154.0,Flight,Travel Agency
B0723,USA,Negombo,2024-06-27,5,Full Board,Deluxe,6,22788.0,Taxi,Travel Agency
B0724,UK,Galle,2024-11-19,5,Room Only,Standard,3,25527.0,Train,Direct
B0725,China,Colombo,2024-02-29,3,Full Board,Suite,6,8137.0,Flight,Agent
B0726,India,Galle,2024-09-13,5,Full Board,Deluxe,6,24558.0,Flight,Online
B0727,  India  ,Colombo,2024-04-17,5,Full Board,Deluxe,1,27435.0,Taxi,Online
B0728,India,Kandy,2024-05-27,5,Full Board,Standard,2,24373.0,Train,Agent
B0729,UK,Kandy,2024-04-18,3,Breakfast,Budget,6,7492.0,Train,Direct
B0730,  India  ,Negombo ,2024-02-25,5,Breakfast,Budget,3,22928.0,Flight,Direct
B0731,UK,Kandy,2024-02-21,3,Room Only,Deluxe,7,8728.0,Flight,Online
B0732,India,Kandy,2024-05-16,4,Full Board,Deluxe,5,14788.0,Bus,Direct
B0733,Australia,Galle,2024-07-12,5,Room Only,Deluxe,7,24151.0,Flight,Online
B0734,USA,Negombo,2024-03-12,3,Room Only,Deluxe,6,8402.0,Train,Direct
B0735,France,Kandy,2024-12-04,3,Room Only,Deluxe,1,8214.0,Flight,Direct
B0736,Germany,Galle,2024-02-11,4,Full Board,Suite,6,16071.0,Flight,Travel Agency
B0737,UK,Kandy,2024-10-19,5,Room Only,Standard,4,26484.0,Bus,Travel Agency
B0738,UK,Galle,2024-05-03,3,Breakfast,Standard,7,8710.0,Flight,Online
B0739,UK,Negombo,2024-07-15,4,Breakfast,Deluxe,6,14928.0,Flight,Agent
B0740,Germany,Galle,2024-06-19,3,Room Only,Deluxe,4,8656.0,Taxi,Travel Agency
B0741,UK,Colombo ,2024-02-15,4,Breakfast,Budget,5,14603.0,Bus,Travel Agency
B0742,UK,Kandy ,2024-07-17,4,Half Board,Deluxe,7,15537.0,Train,Agent
B0743,France,Colombo,2024-05-31,3,Full Board,Suite,2,8162.0,Train,Online
B0744,Russia,Colombo,2024-12-27,5,Full Board,Standard,4,23957.0,Taxi,Online
B0745,France,Colombo,2024-04-25,5,Room Only,Standard,7,24937.0,Taxi,Direct
B0746,France,Negombo,2024-10-07,4,Half Board,Suite,6,14920.0,Bus,Travel Agency
B0747,India,Galle,2024-04-09,5,Full Board,Budget,2,24117.0,Flight,Direct
B0748,UK,Galle,2024-05-29,3,Breakfast,Standard,7,8397.0,Flight,Direct
B0749,China,Negombo,2024-03-16,4,Full Board,Standard,1,13788.0,Taxi,Agent
B0750,Germany,Colombo,2024-08-10,3,Full Board,Standard,1,7390.0,Taxi,Travel Agency
B0751,UK,Galle,2024-12-20,5,Room Only,Suite,7,26590.0,Taxi,Direct
B0752,UK,Colombo ,2024-03-03,4,Breakfast,Budget,5,15218.0,Taxi,Direct
B0753,Germany,Kandy,2024-11-26,5,Full Board,Deluxe,5,23126.0,Bus,Online
B0754,Germany,Kandy,2024-12-24,3,Full Board,Suite,1,8030.0,Flight,Agent
B0755,  UK  ,Kandy,2024-04-02,3,Full Board,Deluxe,1,7262.0,Train,Agent
B0756,USA,Colombo,2024-03-04,5,Half Board,Deluxe,5,23358.0,Flight,Agent
B0757,Germany,Galle,2024-12-03,5,Full Board,Standard,5,24952.0,Bus,Direct
B0758,China,Galle,2024-01-23,3,Room Only,Standard,2,7679.0,Train,Agent
B0759,India,Colombo,2024-11-14,4,Room Only,Deluxe,3,14645.0,Train,Travel Agency
B0760,China,Negombo,2024-03-14,5,Breakfast,Budget,6,26163.0,Train,Direct
B0761,Germany,Colombo,2024-03-19,4,Full Board,Suite,1,16392.0,Train,Online
B0762,China,Kandy ,2024-06-17,5,Room Only,Deluxe,3,26390.0,Train,Agent
B0763,Russia,Colombo,2024-02-23,3,Breakfast,Deluxe,5,8514.0,Taxi,Online
B0764,France,Kandy,2024-11-07,3,Room Only,Standard,3,8714.0,Taxi,Agent
B0765,Russia,Kandy,2024-10-31,4,Full Board,Standard,3,13528.0,Train,Agent
B0766,India,Negombo,2024-11-23,4,Breakfast,Suite,6,14873.0,Taxi,Direct
B0767,  India  ,Kandy,2024-04-27,4,Room Only,Deluxe,4,15811.0,Flight,Online
B0768,UK,Kandy,2024-02-13,5,Half Board,Suite,7,26871.0,Taxi,Agent
B0769,Russia,Negombo,2024-12-23,3,Full Board,Budget,5,7504.0,Flight,Travel Agency
B0770,  UK  ,Galle,2024-09-27,5,Room Only,Suite,2,25872.0,Train,Agent
B0771,Germany,Negombo,2024-08-04,4,Full Board,Standard,3,16409.0,Bus,Agent
B0772,France,Colombo,2024-09-04,4,Half Board,Standard,1,15714.0,Taxi,Agent
B0773,Russia,Kandy,2024-01-19,4,Full Board,Budget,3,13517.0,Taxi,Direct
B0774,India,Galle,2024-07-24,4,Room Only,Budget,4,14976.0,Flight,Agent
B0775,UK,Galle,2024-05-08,3,Full Board,Suite,3,7678.0,Taxi,Agent
B0776,Russia,Galle,2024-08-12,3,Breakfast,Deluxe,6,7894.0,Bus,Agent
B0777,UK,Kandy,2024-06-18,3,Breakfast,Standard,4,8735.0,Bus,Online
B0778,USA,Galle,2024-06-15,4,Full Board,Standard,1,16373.0,Flight,Agent
B0779,  USA  ,Colombo,2024-12-13,4,Full Board,Budget,4,14940.0,Bus,Travel Agency
B0780,China,Galle,2024-04-05,3,Half Board,Budget,7,7621.0,Train,Travel Agency
B0781,France,Galle,2024-09-14,5,Breakfast,Standard,7,25455.0,Train,Agent
B0782,India,Colombo,2024-03-15,4,Room Only,Standard,1,16093.0,Taxi,Travel Agency
B0783,Russia,Colombo,2024-08-06,4,Room Only,Suite,6,13654.0,Flight,Direct
B0784,USA,Colombo,2024-01-25,3,Room Only,Budget,1,8256.0,Bus,Agent
B0785,China,Kandy,2024-05-09,4,Half Board,Deluxe,3,13834.0,Flight,Agent
B0786,India,Galle,2024-09-27,5,Half Board,Standard,6,23879.0,Taxi,Online
B0787,USA,Colombo,2024-10-27,5,Breakfast,Standard,6,24728.0,Flight,Online
B0788,India,Kandy,2024-04-13,5,Breakfast,Budget,2,23458.0,Bus,Direct
B0789,  USA  ,Negombo,2024-02-04,4,Full Board,Budget,2,15297.0,Train,Direct
B0790,USA,Galle,2024-07-22,4,Room Only,Standard,4,15752.0,Taxi,Travel Agency
B0791,UK,Colombo,2024-04-21,5,Room Only,Suite,5,26038.0,Bus,Direct
B0792,India,Colombo,2024-04-24,3,Breakfast,Deluxe,1,8223.0,Bus,Agent
B0793,  China  ,Colombo,2024-04-17,5,Room Only,Budget,6,24237.0,Bus,Direct
B0794,Germany,Galle,2024-07-28,5,Half Board,Deluxe,1,25629.0,Flight,Direct
B0795,UK,Negombo,2024-10-02,5,Room Only,Suite,6,23786.0,Train,Travel Agency
B0796,Germany,Galle ,2024-07-21,3,Full Board,Standard,6,8362.0,Bus,Agent
B0797,UK,Colombo,2024-03-31,3,Full Board,Standard,6,7651.0,Bus,Agent
B0798,China,Colombo,2024-03-14,3,Full Board,Standard,4,8654.0,Taxi,Online
B0799,USA,Colombo ,2024-02-21,4,Full Board,Budget,1,15979.0,Flight,Agent
B0800,UK,Kandy,2024-01-07,3,Room Only,Deluxe,7,8331.0,Train,Agent
B0801,  India  ,Colombo ,2024-06-18,4,Breakfast,Standard,1,15130.0,Bus,Online
B0802,Germany,Colombo,2024-07-31,3,Room Only,Standard,1,7562.0,Taxi,Agent
B0803,Australia,Galle,2024-12-17,5,Room Only,Suite,2,27453.0,Train,Online
B0804,UK,Colombo,2024-07-03,3,Room Only,Standard,2,7885.0,Bus,Agent
B0805,China,Colombo,2024-05-26,4,Room Only,Deluxe,4,15485.0,Bus,Online
B0806,Russia,Galle,2024-03-16,4,Breakfast,Suite,4,15664.0,Taxi,Online
B0807,USA,Colombo,2024-06-14,3,Breakfast,Suite,3,7710.0,Taxi,Travel Agency
B0808,USA,Colombo,2024-11-30,3,Full Board,Suite,5,7995.0,Taxi,Agent
B0809,India,Kandy,2024-12-21,5,Breakfast,Budget,2,24308.0,Train,Online
B0810,UK,Colombo,2024-06-27,4,Breakfast,Deluxe,4,13932.0,Taxi,Agent
B0811,  USA  ,Colombo,2024-12-22,5,Breakfast,Suite,6,22631.0,Taxi,Direct
B0812,  Germany  ,Kandy,2024-10-31,3,Room Only,Standard,3,7426.0,Train,Online
B0813,India,Galle,2024-08-28,5,Breakfast,Deluxe,4,24557.0,Bus,Travel Agency
B0814,India,Colombo,2024-11-24,3,Breakfast,Standard,1,7834.0,Taxi,Travel Agency
B0815,Australia,Kandy,2024-12-29,3,Full Board,Standard,3,8756.0,Taxi,Agent
B0816,UK,Kandy,2024-10-13,5,Room Only,Suite,4,24065.0,Taxi,Travel Agency
B0817,China,Colombo,2024-02-25,3,Room Only,Deluxe,5,8446.0,Bus,Online
B0818,  UK  ,Colombo,2024-01-06,4,Breakfast,Standard,6,16287.0,Train,Direct
B0819,UK,Negombo,2024-09-04,3,Room Only,Deluxe,1,8709.0,Flight,Direct
B0820,Germany,Colombo,2024-07-19,5,Half Board,Standard,6,25873.0,Bus,Travel Agency
B0821,Germany,Galle,2024-01-13,5,Full Board,Suite,5,26844.0,Flight,Direct
B0822,UK,Kandy,2024-04-28,3,Breakfast,Standard,5,8026.0,Bus,Travel Agency
B0823,India,Negombo,2024-08-08,3,Full Board,Standard,2,8795.0,Flight,Agent
B0824,UK,Colombo,2024-06-07,5,Room Only,Suite,1,24774.0,Train,Direct
B0825,India,Colombo,2024-04-01,5,Full Board,Deluxe,4,27392.0,Taxi,Agent
B0826,  Germany  ,Kandy,2024-05-26,4,Full Board,Standard,4,14600.0,Bus,Direct
B0827,Germany,Negombo,2024-12-15,3,Room Only,Standard,6,8513.0,Flight,Agent
B0828,UK,Kandy,2024-02-07,3,Full Board,Suite,6,7349.0,Taxi,Travel Agency
B0829,Germany,Colombo,2024-02-25,4,Full Board,Standard,4,14486.0,Bus,Direct
B0830,USA,Kandy,2024-05-22,4,Room Only,Standard,4,13936.0,Train,Direct
B0831,USA,Colombo,2024-07-04,4,Full Board,Standard,1,14134.0,Flight,Travel Agency
B0832,UK,Colombo ,2024-07-26,3,Half Board,Suite,7,7871.0,Train,Direct
B0833,Australia,Kandy,2024-06-01,3,Breakfast,Deluxe,4,7970.0,Train,Travel Agency
B0834,India,Colombo,2024-11-01,3,Room Only,Standard,3,8262.0,Bus,Online
B0835,UK,Negombo,2024-02-28,5,Full Board,Deluxe,5,26111.0,Taxi,Agent
B0836,Germany,Colombo,2024-04-06,4,Breakfast,Suite,2,14544.0,Train,Online
B0837,India,Colombo,2024-03-04,5,Full Board,Suite,4,24551.0,Bus,Travel Agency
B0838,UK,Colombo,2024-08-07,4,Breakfast,Standard,5,14807.0,Bus,Travel Agency
B0839,Australia,Negombo,2024-02-20,3,Room Only,Budget,6,7226.0,Taxi,Online
B0840,Australia,Colombo,2024-08-15,5,Room Only,Deluxe,7,24603.0,Train,Travel Agency
B0841,France,Negombo,2024-06-28,4,Full Board,Suite,1,16318.0,Train,Direct
B0842,India,Negombo,2024-07-31,5,Breakfast,Budget,4,22663.0,Flight,Agent
B0843,Germany,Galle,2024-06-11,4,Breakfast,Suite,2,15167.0,Taxi,Agent
B0844,UK,Negombo,2024-08-07,3,Full Board,Standard,4,8646.0,Train,Travel Agency
B0845,UK,Colombo,2024-10-22,4,Half Board,Standard,3,14111.0,Flight,Online
B0846,Germany,Colombo,2024-12-28,5,Room Only,Suite,1,26211.0,Train,Travel Agency
B0847,UK,Galle,2024-04-23,4,Breakfast,Standard,6,15840.0,Taxi,Direct
B0848,Australia,Kandy,2024-11-22,5,Room Only,Budget,4,27135.0,Flight,Online
B0849,UK,Colombo,2024-07-04,3,Full Board,Budget,4,8472.0,Taxi,Online
B0850,UK,Kandy,2024-06-09,5,Full Board,Standard,2,23993.0,Train,Online
B0851,India,Negombo,2024-11-03,5,Room Only,Standard,5,26208.0,Flight,Agent
B0852,Germany,Galle,2024-04-20,4,Room Only,Standard,1,14482.0,Train,Online
B0853,India,Kandy,2024-02-17,4,Half Board,Suite,6,15927.0,Taxi,Travel Agency
B0854,UK,Galle,2024-05-23,4,Room Only,Deluxe,2,15882.0,Taxi,Travel Agency
B0855,USA,Galle,2024-11-14,3,Full Board,Suite,2,8107.0,Bus,Online
B0856,Russia,Colombo,2024-07-28,4,Half Board,Suite,1,13843.0,Bus,Travel Agency
B0857,UK,Galle,2024-07-09,3,Half Board,Budget,1,7709.0,Flight,Direct
B0858,India,Colombo,2024-02-03,4,Half Board,Standard,5,14152.0,Bus,Online
B0859,China,Kandy,2024-06-12,3,Breakfast,Budget,7,7990.0,Flight,Direct
B0860,UK,Colombo,2024-07-15,3,Room Only,Deluxe,1,8229.0,Flight,Travel Agency
B0861,India,Negombo,2024-09-27,3,Half Board,Budget,1,7951.0,Taxi,Direct
B0862,India,Kandy,2024-06-09,4,Room Only,Suite,3,15589.0,Taxi,Travel Agency
B0863,UK,Kandy,2024-11-12,3,Room Only,Standard,1,8520.0,Train,Online
B0864,USA,Colombo,2024-02-15,3,Half Board,Budget,6,8588.0,Bus,Online
B0865,UK,Colombo,2024-11-09,4,Half Board,Standard,-2,-15250.0,Flight,Agent
B0866,Germany,Negombo,2024-07-30,5,Full Board,Budget,5,25137.0,Taxi,Travel Agency
B0867,USA,Colombo ,2024-05-15,4,Room Only,Deluxe,5,16006.0,Train,Agent
B0868,Germany,Colombo,2024-12-09,3,Full Board,Suite,2,7980.0,Bus,Agent
B0869,Germany,Colombo,2024-06-08,5,Full Board,Standard,7,25022.0,Train,Agent
B0870,Germany,Kandy,2024-04-13,4,Breakfast,Budget,3,14769.0,Bus,Online
B0871,USA,Colombo,2024-08-23,3,Half Board,Budget,4,8259.0,Taxi,Direct
B0872,  UK  ,Kandy,2024-03-18,4,Full Board,Deluxe,1,14824.0,Bus,Online
B0873,Australia,Colombo,2024-04-06,4,Breakfast,Deluxe,5,15322.0,Taxi,Online
B0874,Russia,Colombo,2024-01-28,3,Half Board,Standard,1,8051.0,Bus,Agent
B0875,India,Kandy,2024-04-22,5,Half Board,Suite,2,23355.0,Train,Direct
B0876,India,Colombo ,2024-04-04,5,Full Board,Deluxe,7,27033.0,Train,Agent
B0877,UK,Negombo,2024-03-13,3,Full Board,Suite,3,7233.0,Bus,Online
B0878,UK,Kandy,2024-08-30,5,Room Only,Suite,7,23737.0,Flight,Online
B0879,Russia,Galle,2024-09-25,5,Breakfast,Standard,7,22969.0,Bus,Direct
B0880,Russia,Colombo,2024-09-06,4,Half Board,Suite,1,15983.0,Bus,Direct
B0881,France,Negombo,2024-11-01,4,Room Only,Deluxe,6,15057.0,Flight,Agent
B0882,China,Colombo,2024-09-11,3,Breakfast,Suite,3,7530.0,Flight,Agent
B0883,UK,Colombo,2024-11-16,5,Full Board,Standard,3,27051.0,Bus,Direct
B0884,Russia,Colombo ,2024-01-22,5,Half Board,Budget,4,26476.0,Bus,Direct
B0885,  Australia  ,Colombo ,2024-12-14,3,Half Board,Standard,3,7978.0,Flight,Direct
B0886,India,Kandy,2024-01-28,4,Half Board,Budget,4,14556.0,Flight,Online
B0887,India,Negombo ,2024-12-06,5,Breakfast,Budget,6,23853.0,Train,Travel Agency
B0888,UK,Kandy,2024-06-30,3,Full Board,Suite,4,8747.0,Flight,Direct
B0889,UK,Kandy,2024-06-14,5,Breakfast,Standard,3,23178.0,Train,Direct
B0890,Australia,Kandy,2024-04-03,4,Full Board,Budget,2,15079.0,Bus,Direct
B0891,India,Kandy,2024-01-15,5,Room Only,Suite,1,26279.0,Bus,Agent
B0892,China,Negombo ,2024-05-30,3,Full Board,Standard,4,8272.0,Taxi,Travel Agency
B0893,India,Negombo,2024-02-24,4,Room Only,Deluxe,5,14944.0,Bus,Online
B0894,Germany,Galle,2024-12-25,3,Breakfast,Suite,2,7557.0,Train,Direct
B0895,Australia,Galle,2024-11-15,5,Breakfast,Budget,1,22500.0,Flight,Online
B0896,UK,Kandy,2024-07-19,3,Room Only,Deluxe,4,7973.0,Train,Agent
B0897,France,Galle,2024-12-02,5,Room Only,Suite,2,25680.0,Train,Agent
B0898,UK,Galle,2024-10-06,3,Full Board,Suite,3,7663.0,Flight,Travel Agency
B0899,  India  ,Galle,2024-08-25,4,Full Board,Standard,1,14350.0,Flight,Travel Agency
