booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel,month,day_of_week,quarter,total_cost,spend_category
B0976,  India  ,Galle,2024-08-06,5,Half Board,Deluxe,5,26334.0,Bus,Agent,8,Tuesday,3,131670.0,High Spender
B0977,USA,Colombo,2024-05-14,5,Room Only,Standard,7,25111.0,Taxi,Direct,5,Tuesday,2,175777.0,High Spender
B0978,  China  ,Negombo,2024-11-11,5,Full Board,Standard,2,22513.0,Train,Agent,11,Monday,4,45026.0,Medium Spender
B0979,UK,Colombo,2024-01-01,4,Room Only,Budget,2,15035.0,Taxi,Travel Agency,1,Monday,1,30070.0,Medium Spender
B0980,Germany,Colombo,2024-10-13,4,Full Board,Suite,6,14923.0,Bus,Direct,10,Sunday,4,89538.0,High Spender
B0981,France,Negombo,2024-11-20,4,Breakfast,Suite,5,14824.0,Bus,Online,11,Wednesday,4,74120.0,High Spender
B0982,India,Colombo,2024-07-06,4,Half Board,Suite,2,15350.0,Train,Travel Agency,7,Saturday,3,30700.0,Medium Spender
B0983,Russia,Colombo,2024-07-03,5,Breakfast,Budget,5,24051.0,Flight,Direct,7,Wednesday,3,120255.0,High Spender
B0984,UK,Colombo,2024-11-27,4,Full Board,Suite,1,16487.0,Bus,Direct,11,Wednesday,4,16487.0,Low Spender
B0985,France,Negombo,2024-08-29,5,Full Board,Suite,2,24867.0,Flight,Online,8,Thursday,3,49734.0,Medium Spender
B0986,USA,Galle ,2024-03-31,3,Room Only,Suite,7,8553.0,Flight,Travel Agency,3,Sunday,1,59871.0,High Spender
B0987,UK,Kandy,2024-04-09,5,Room Only,Deluxe,7,25859.0,Bus,Agent,4,Tuesday,2,181013.0,High Spender
B0988,  Australia  ,Kandy,2024-12-06,4,Full Board,Budget,1,14078.0,Train,Direct,12,Friday,4,14078.0,Low Spender
B0989,India,Colombo,2024-09-15,4,Breakfast,Budget,3,14321.0,Bus,Online,9,Sunday,3,42963.0,Medium Spender
B0990,China,Kandy,2024-08-25,3,Room Only,Budget,2,8367.0,Train,Direct,8,Sunday,3,16734.0,Low Spender
B0991,USA,Galle,2024-04-21,5,Half Board,Suite,1,26885.0,Train,Direct,4,Sunday,2,26885.0,Medium Spender
B0992,Australia,Colombo,2024-03-08,4,Room Only,Suite,6,14361.0,Bus,Agent,3,Friday,1,86166.0,High Spender
B0993,France,Colombo,2024-04-12,3,Half Board,Deluxe,6,7903.0,Flight,Travel Agency,4,Friday,2,47418.0,Medium Spender
B0994,USA,Kandy,2024-11-19,5,Breakfast,Budget,7,25426.0,Train,Agent,11,Tuesday,4,177982.0,High Spender
B0995,China,Galle,2024-05-27,3,Half Board,Deluxe,1,8021.0,Train,Direct,5,Monday,2,8021.0,Low Spender
B0996,Australia,Kandy,2024-11-19,3,Full Board,Standard,4,8138.0,Bus,Travel Agency,11,Tuesday,4,32552.0,Medium Spender
B0997,India,Colombo,2024-07-02,3,Breakfast,Suite,4,7735.0,Flight,Agent,7,Tuesday,3,30940.0,Medium Spender
B0998,Germany,Colombo,2024-01-12,4,Full Board,Suite,6,14698.0,Train,Direct,1,Friday,1,88188.0,High Spender
B0999,Germany,Kandy,2024-01-21,3,Room Only,Suite,4,8438.0,Taxi,Online,1,Sunday,1,33752.0,Medium Spender
B1000,India,Kandy,2024-12-23,5,Breakfast,Standard,2,25817.0,Flight,Online,12,Monday,4,51634.0,High Spender
B1001,  France  ,Kandy,2024-03-25,4,Room Only,Standard,2,16148.0,Bus,Direct,3,Monday,1,32296.0,Medium Spender
B1002,UK,Colombo,2024-05-05,3,Half Board,Budget,4,7454.0,Flight,Travel Agency,5,Sunday,2,29816.0,Medium Spender
B1003,UK,Kandy,2024-07-11,4,Breakfast,Budget,4,13885.0,Train,Travel Agency,7,Thursday,3,55540.0,High Spender
B1004,France,Galle,2024-08-05,5,Full Board,Budget,3,24941.0,Flight,Agent,8,Monday,3,74823.0,High Spender
B1005,  UK  ,Kandy,2024-09-13,3,Full Board,Budget,6,7568.0,Taxi,Agent,9,Friday,3,45408.0,Medium Spender
B1006,UK,Kandy,2024-04-02,4,Breakfast,Deluxe,3,14660.0,Taxi,Online,4,Tuesday,2,43980.0,Medium Spender
B1007,UK,Kandy ,2024-09-21,3,Full Board,Budget,3,8297.0,Flight,Travel Agency,9,Saturday,3,24891.0,Medium Spender
B1008,India,Kandy,2024-07-15,5,Full Board,Budget,4,25769.0,Taxi,Travel Agency,7,Monday,3,103076.0,High Spender
B1009,India,Kandy,2024-11-05,4,Half Board,Suite,6,14505.0,Bus,Online,11,Tuesday,4,87030.0,High Spender
B1010,Germany,Kandy,2024-12-11,3,Breakfast,Budget,3,8717.0,Bus,Agent,12,Wednesday,4,26151.0,Medium Spender
B1011,France,Kandy,2024-08-25,4,Room Only,Budget,7,14968.0,Bus,Online,8,Sunday,3,104776.0,High Spender
B1012,India,Colombo,2024-05-31,3,Half Board,Standard,3,7771.0,Flight,Travel Agency,5,Friday,2,23313.0,Medium Spender
B1013,Germany,Kandy,2024-01-19,5,Full Board,Standard,2,22920.0,Flight,Agent,1,Friday,1,45840.0,Medium Spender
B1014,India,Colombo,2024-08-22,5,Breakfast,Suite,1,22882.0,Bus,Online,8,Thursday,3,22882.0,Medium Spender
B1015,  China  ,Negombo,2024-07-14,5,Room Only,Deluxe,6,26246.0,Taxi,Travel Agency,7,Sunday,3,157476.0,High Spender
B1016,India,Galle ,2024-02-10,4,Room Only,Standard,5,14282.0,Bus,Agent,2,Saturday,1,71410.0,High Spender
B1017,Germany,Colombo,2024-08-11,4,Breakfast,Deluxe,5,15514.0,Taxi,Agent,8,Sunday,3,77570.0,High Spender
B1018,India,Colombo ,2024-07-31,5,Breakfast,Deluxe,3,24812.0,Bus,Online,7,Wednesday,3,74436.0,High Spender
B1019,India,Colombo ,2024-05-27,5,Full Board,Suite,6,25476.0,Taxi,Travel Agency,5,Monday,2,152856.0,High Spender
B1020,India,Colombo ,2024-08-15,3,Full Board,Suite,2,8051.0,Train,Travel Agency,8,Thursday,3,16102.0,Low Spender
B1021,France,Negombo,2024-11-19,4,Half Board,Budget,2,15744.0,Bus,Direct,11,Tuesday,4,31488.0,Medium Spender
B1022,China,Colombo,2024-11-15,5,Breakfast,Deluxe,5,24657.0,Flight,Direct,11,Friday,4,123285.0,High Spender
B1023,UK,Negombo,2024-03-08,4,Room Only,Budget,4,14154.0,Flight,Direct,3,Friday,1,56616.0,High Spender
B1024,USA,Galle,2024-07-24,5,Full Board,Deluxe,7,23588.0,Bus,Direct,7,Wednesday,3,165116.0,High Spender
B1025,China,Galle,2024-11-20,5,Half Board,Suite,2,26795.0,Taxi,Travel Agency,11,Wednesday,4,53590.0,High Spender
B1026,UK,Negombo,2024-07-23,4,Room Only,Deluxe,7,14892.0,Train,Online,7,Tuesday,3,104244.0,High Spender
B1027,Russia,Kandy,2024-11-21,3,Breakfast,Standard,5,8191.0,Flight,Travel Agency,11,Thursday,4,40955.0,Medium Spender
B1028,UK,Kandy,2024-08-29,5,Room Only,Deluxe,1,26214.0,Taxi,Agent,8,Thursday,3,26214.0,Medium Spender
B1029,India,Negombo,2024-03-30,4,Breakfast,Deluxe,2,14378.0,Flight,Agent,3,Saturday,1,28756.0,Medium Spender
B1030,China,Kandy,2024-05-03,3,Full Board,Budget,7,8166.0,Bus,Agent,5,Friday,2,57162.0,High Spender
B1031,UK,Galle,2024-12-15,5,Full Board,Suite,7,24426.0,Taxi,Direct,12,Sunday,4,170982.0,High Spender
B1032,USA,Kandy,2024-09-30,5,Room Only,Suite,4,26638.0,Flight,Direct,9,Monday,3,106552.0,High Spender
B1033,USA,Colombo,2024-07-23,5,Full Board,Suite,7,23120.0,Train,Direct,7,Tuesday,3,161840.0,High Spender
B1034,  USA  ,Galle,2024-07-06,4,Half Board,Standard,2,15886.0,Train,Direct,7,Saturday,3,31772.0,Medium Spender
B1035,UK,Negombo,2024-09-08,3,Half Board,Deluxe,3,8302.0,Bus,Travel Agency,9,Sunday,3,24906.0,Medium Spender
B1036,Germany,Galle,2024-03-16,5,Half Board,Budget,2,26900.0,Bus,Direct,3,Saturday,1,53800.0,High Spender
B1037,Germany,Colombo,2024-08-13,5,Half Board,Standard,6,26525.0,Train,Agent,8,Tuesday,3,159150.0,High Spender
B1038,India,Colombo,2024-04-18,5,Half Board,Standard,5,22560.0,Bus,Travel Agency,4,Thursday,2,112800.0,High Spender
B1039,Russia,Kandy,2024-10-27,5,Half Board,Deluxe,4,26827.0,Taxi,Agent,10,Sunday,4,107308.0,High Spender
B1040,Germany,Kandy,2024-12-08,3,Half Board,Standard,3,7530.0,Train,Direct,12,Sunday,4,22590.0,Medium Spender
B1041,UK,Colombo,2024-09-12,4,Room Only,Standard,6,14107.0,Flight,Travel Agency,9,Thursday,3,84642.0,High Spender
B1042,Germany,Colombo,2024-09-30,5,Room Only,Budget,4,25333.0,Train,Agent,9,Monday,3,101332.0,High Spender
B1043,  China  ,Galle,2024-05-05,3,Full Board,Standard,1,8767.0,Bus,Direct,5,Sunday,2,8767.0,Low Spender
B1044,  France  ,Colombo,2024-03-08,5,Half Board,Budget,2,23637.0,Taxi,Travel Agency,3,Friday,1,47274.0,Medium Spender
B1045,UK,Galle,2024-02-07,3,Full Board,Budget,4,7333.0,Train,Online,2,Wednesday,1,29332.0,Medium Spender
B1046,Germany,Kandy,2024-10-24,4,Room Only,Suite,7,15427.0,Taxi,Online,10,Thursday,4,107989.0,High Spender
B1047,India,Kandy,2024-06-17,5,Full Board,Deluxe,6,23998.0,Train,Direct,6,Monday,2,143988.0,High Spender
B1048,  India  ,Kandy,2024-04-03,4,Room Only,Deluxe,5,14911.0,Train,Agent,4,Wednesday,2,74555.0,High Spender
B1049,India,Negombo,2024-08-14,4,Breakfast,Standard,7,13826.0,Train,Agent,8,Wednesday,3,96782.0,High Spender
B1050,USA,Kandy,2024-12-16,4,Breakfast,Standard,3,13969.0,Taxi,Agent,12,Monday,4,41907.0,Medium Spender
B1051,UK,Negombo,2024-08-30,5,Full Board,Deluxe,2,27164.0,Taxi,Direct,8,Friday,3,54328.0,High Spender
B1052,USA,Galle,2024-06-10,4,Half Board,Suite,5,14680.0,Taxi,Online,6,Monday,2,73400.0,High Spender
B1053,Russia,Kandy,2024-03-12,4,Half Board,Budget,7,15613.0,Train,Direct,3,Tuesday,1,109291.0,High Spender
B1054,  India  ,Galle,2024-06-15,5,Breakfast,Standard,5,25014.0,Bus,Online,6,Saturday,2,125070.0,High Spender
B1055,USA,Negombo,2024-10-30,4,Room Only,Suite,6,16379.0,Taxi,Agent,10,Wednesday,4,98274.0,High Spender
B1056,India,Colombo,2024-11-23,4,Half Board,Deluxe,4,16270.0,Flight,Travel Agency,11,Saturday,4,65080.0,High Spender
B1057,India,Galle,2024-07-30,3,Breakfast,Deluxe,5,7519.0,Flight,Travel Agency,7,Tuesday,3,37595.0,Medium Spender
B1058,USA,Colombo,2024-09-28,4,Room Only,Standard,7,15809.0,Bus,Direct,9,Saturday,3,110663.0,High Spender
B1059,Australia,Colombo,2024-08-27,3,Full Board,Deluxe,3,7518.0,Bus,Direct,8,Tuesday,3,22554.0,Medium Spender
B1060,UK,Kandy,2024-08-06,4,Full Board,Budget,7,15085.0,Bus,Online,8,Tuesday,3,105595.0,High Spender
B1061,Russia,Negombo,2024-06-16,5,Full Board,Deluxe,5,24168.0,Flight,Online,6,Sunday,2,120840.0,High Spender
B1062,USA,Kandy,2024-09-19,3,Full Board,Standard,7,7316.0,Taxi,Direct,9,Thursday,3,51212.0,High Spender
B1063,Russia,Colombo,2024-06-18,3,Breakfast,Deluxe,4,8044.0,Taxi,Online,6,Tuesday,2,32176.0,Medium Spender
B1064,China,Kandy,2024-01-05,3,Half Board,Suite,2,7614.0,Train,Direct,1,Friday,1,15228.0,Low Spender
B1065,UK,Galle,2024-06-30,5,Breakfast,Standard,7,23241.0,Bus,Agent,6,Sunday,2,162687.0,High Spender
B1066,Australia,Colombo,2024-03-06,5,Half Board,Budget,3,26852.0,Train,Agent,3,Wednesday,1,80556.0,High Spender
B1067,Russia,Colombo,2024-04-21,4,Room Only,Standard,4,13869.0,Taxi,Online,4,Sunday,2,55476.0,High Spender
B1068,USA,Kandy,2024-08-16,4,Full Board,Standard,2,15812.0,Flight,Online,8,Friday,3,31624.0,Medium Spender
B1069,Germany,Kandy,2024-03-24,3,Room Only,Suite,6,8167.0,Bus,Travel Agency,3,Sunday,1,49002.0,Medium Spender
B1070,USA,Kandy,2024-05-10,5,Room Only,Suite,1,22536.0,Taxi,Travel Agency,5,Friday,2,22536.0,Medium Spender
B1071,  India  ,Colombo,2024-02-03,4,Half Board,Standard,6,13753.0,Taxi,Travel Agency,2,Saturday,1,82518.0,High Spender
B1072,USA,Negombo,2024-01-24,3,Breakfast,Standard,5,7214.0,Train,Agent,1,Wednesday,1,36070.0,Medium Spender
B1073,UK,Galle,2024-12-04,4,Half Board,Suite,7,13972.0,Train,Agent,12,Wednesday,4,97804.0,High Spender
B1074,USA,Galle,2024-04-02,4,Room Only,Standard,1,14992.0,Bus,Travel Agency,4,Tuesday,2,14992.0,Low Spender
B1075,  India  ,Colombo,2024-01-14,4,Room Only,Suite,1,15704.0,Train,Travel Agency,1,Sunday,1,15704.0,Low Spender
B1076,Germany,Kandy,2024-03-21,3,Room Only,Deluxe,2,7347.0,Flight,Online,3,Thursday,1,14694.0,Low Spender
B1077,India,Negombo,2024-08-13,3,Room Only,Deluxe,4,7951.0,Bus,Agent,8,Tuesday,3,31804.0,Medium Spender
B1078,Russia,Galle ,2024-02-19,4,Full Board,Standard,2,14157.0,Train,Agent,2,Monday,1,28314.0,Medium Spender
B1079,UK,Kandy,2024-11-10,3,Breakfast,Standard,3,7495.0,Bus,Direct,11,Sunday,4,22485.0,Medium Spender
B1080,Germany,Kandy,2024-05-16,3,Half Board,Suite,3,8257.0,Flight,Travel Agency,5,Thursday,2,24771.0,Medium Spender
B1081,Russia,Colombo,2024-11-20,3,Breakfast,Standard,4,7716.0,Taxi,Travel Agency,11,Wednesday,4,30864.0,Medium Spender
B1082,France,Negombo,2024-07-26,4,Breakfast,Suite,5,14288.0,Taxi,Online,7,Friday,3,71440.0,High Spender
B1083,Germany,Colombo,2024-04-05,4,Half Board,Suite,7,15146.0,Flight,Direct,4,Friday,2,106022.0,High Spender
B1084,USA,Kandy,2024-01-14,5,Breakfast,Budget,2,27375.0,Flight,Online,1,Sunday,1,54750.0,High Spender
B1085,France,Colombo,2024-08-11,5,Room Only,Standard,4,26600.0,Train,Agent,8,Sunday,3,106400.0,High Spender
B1086,UK,Galle,2024-06-30,5,Breakfast,Budget,7,25165.0,Train,Agent,6,Sunday,2,176155.0,High Spender
B1087,UK,Kandy,2024-11-12,3,Breakfast,Suite,7,7523.0,Flight,Travel Agency,11,Tuesday,4,52661.0,High Spender
B1088,Russia,Negombo,2024-08-27,4,Breakfast,Deluxe,1,13724.0,Bus,Agent,8,Tuesday,3,13724.0,Low Spender
B1089,Russia,Colombo,2024-07-29,3,Breakfast,Suite,7,7456.0,Train,Travel Agency,7,Monday,3,52192.0,High Spender
B1090,India,Colombo,2024-06-28,3,Breakfast,Deluxe,2,8628.0,Flight,Agent,6,Friday,2,17256.0,Low Spender
B1091,India,Colombo,2024-11-22,3,Half Board,Budget,7,8205.0,Taxi,Agent,11,Friday,4,57435.0,High Spender
B1092,UK,Galle,2024-08-20,3,Room Only,Deluxe,3,8719.0,Flight,Travel Agency,8,Tuesday,3,26157.0,Medium Spender
B1093,China,Kandy,2024-03-27,5,Full Board,Deluxe,2,25114.0,Flight,Direct,3,Wednesday,1,50228.0,High Spender
B1094,Germany,Galle,2024-08-09,4,Room Only,Budget,7,15809.0,Bus,Direct,8,Friday,3,110663.0,High Spender
B1095,China,Colombo,2024-07-01,3,Room Only,Budget,6,8489.0,Train,Travel Agency,7,Monday,3,50934.0,High Spender
B1096,India,Negombo,2024-12-28,4,Full Board,Suite,1,15304.0,Flight,Online,12,Saturday,4,15304.0,Low Spender
B1097,India,Galle,2024-11-05,4,Full Board,Budget,3,15441.0,Taxi,Travel Agency,11,Tuesday,4,46323.0,Medium Spender
B1098,  Australia  ,Galle,2024-11-17,5,Full Board,Budget,2,25334.0,Flight,Direct,11,Sunday,4,50668.0,High Spender
B1099,France,Galle,2024-05-09,4,Half Board,Deluxe,2,14329.0,Flight,Direct,5,Thursday,2,28658.0,Medium Spender
B1100,India,Galle,2024-04-17,5,Half Board,Suite,7,24242.0,Train,Travel Agency,4,Wednesday,2,169694.0,High Spender
B1101,China,Galle,2024-04-26,4,Half Board,Budget,6,13771.0,Taxi,Direct,4,Friday,2,82626.0,High Spender
B1102,USA,Colombo,2024-12-28,4,Half Board,Deluxe,7,14813.0,Bus,Agent,12,Saturday,4,103691.0,High Spender
B1103,  UK  ,Kandy,2024-09-16,5,Half Board,Standard,4,25592.0,Flight,Agent,9,Monday,3,102368.0,High Spender
B1104,Australia,Galle,2024-05-14,3,Half Board,Deluxe,4,7412.0,Taxi,Online,5,Tuesday,2,29648.0,Medium Spender
B1105,France,Galle,2024-11-10,5,Room Only,Deluxe,2,24712.0,Flight,Agent,11,Sunday,4,49424.0,Medium Spender
B1106,  India  ,Kandy,2024-12-21,3,Breakfast,Standard,4,8236.0,Train,Agent,12,Saturday,4,32944.0,Medium Spender
B1107,UK,Kandy,2024-08-12,4,Breakfast,Suite,2,16043.0,Taxi,Travel Agency,8,Monday,3,32086.0,Medium Spender
B1108,Russia,Galle,2024-05-14,4,Half Board,Deluxe,2,14460.0,Bus,Online,5,Tuesday,2,28920.0,Medium Spender
B1109,France,Negombo,2024-05-06,5,Breakfast,Budget,7,27427.0,Taxi,Direct,5,Monday,2,191989.0,High Spender
B1110,UK,Colombo,2024-12-25,5,Breakfast,Suite,3,25371.0,Flight,Travel Agency,12,Wednesday,4,76113.0,High Spender
B1111,India,Negombo ,2024-03-28,3,Full Board,Budget,3,7962.0,Train,Online,3,Thursday,1,23886.0,Medium Spender
B1112,USA,Kandy,2024-01-15,5,Full Board,Suite,6,26321.0,Train,Travel Agency,1,Monday,1,157926.0,High Spender
B1113,Germany,Galle ,2024-06-18,3,Full Board,Standard,7,8063.0,Bus,Online,6,Tuesday,2,56441.0,High Spender
B1114,USA,Kandy,2024-02-06,5,Room Only,Suite,6,23306.0,Train,Agent,2,Tuesday,1,139836.0,High Spender
B1115,Russia,Galle,2024-01-16,5,Full Board,Budget,3,22945.0,Taxi,Travel Agency,1,Tuesday,1,68835.0,High Spender
B1116,  Germany  ,Galle,2024-04-03,3,Half Board,Deluxe,2,8331.0,Bus,Travel Agency,4,Wednesday,2,16662.0,Low Spender
B1118,Germany,Galle,2024-02-18,3,Room Only,Budget,1,7722.0,Bus,Online,2,Sunday,1,7722.0,Low Spender
B1119,India,Colombo,2024-03-29,3,Full Board,Standard,5,7549.0,Bus,Online,3,Friday,1,37745.0,Medium Spender
B1120,Germany,Kandy,2024-08-13,5,Breakfast,Standard,7,26594.0,Flight,Online,8,Tuesday,3,186158.0,High Spender
B1121,USA,Colombo,2024-06-08,4,Room Only,Deluxe,6,14041.0,Train,Online,6,Saturday,2,84246.0,High Spender
B1122,Russia,Negombo,2024-08-20,5,Full Board,Suite,1,25843.0,Flight,Direct,8,Tuesday,3,25843.0,Medium Spender
B1123,Russia,Kandy,2024-07-25,3,Half Board,Budget,4,8497.0,Flight,Online,7,Thursday,3,33988.0,Medium Spender
B1124,Germany,Kandy,2024-09-29,5,Full Board,Standard,3,24101.0,Taxi,Agent,9,Sunday,3,72303.0,High Spender
B1125,India,Kandy,2024-09-08,3,Full Board,Budget,3,8098.0,Taxi,Direct,9,Sunday,3,24294.0,Medium Spender
B1126,India,Galle,2024-01-29,5,Room Only,Standard,1,24035.0,Train,Direct,1,Monday,1,24035.0,Medium Spender
B1127,UK,Colombo ,2024-04-06,4,Room Only,Suite,6,15025.0,Train,Direct,4,Saturday,2,90150.0,High Spender
B1128,  UK  ,Kandy,2024-04-05,3,Half Board,Budget,6,7525.0,Train,Online,4,Friday,2,45150.0,Medium Spender
B1129,Australia,Colombo,2024-05-28,3,Breakfast,Deluxe,2,8779.0,Train,Direct,5,Tuesday,2,17558.0,Low Spender
B1130,UK,Kandy,2024-11-14,5,Half Board,Suite,6,25352.0,Bus,Agent,11,Thursday,4,152112.0,High Spender
B1131,Australia,Kandy ,2024-01-06,4,Full Board,Suite,3,16027.0,Train,Travel Agency,1,Saturday,1,48081.0,Medium Spender
B1132,  China  ,Colombo,2024-08-17,3,Breakfast,Budget,6,7383.0,Train,Travel Agency,8,Saturday,3,44298.0,Medium Spender
B1133,UK,Galle,2024-12-14,5,Full Board,Deluxe,5,23932.0,Bus,Online,12,Saturday,4,119660.0,High Spender
B1134,Australia,Colombo,2024-02-14,5,Full Board,Standard,2,25091.0,Flight,Travel Agency,2,Wednesday,1,50182.0,High Spender
B1135,UK,Kandy,2024-02-12,5,Room Only,Standard,4,25576.0,Taxi,Agent,2,Monday,1,102304.0,High Spender
B1136,China,Kandy,2024-04-06,3,Half Board,Budget,5,7222.0,Train,Direct,4,Saturday,2,36110.0,Medium Spender
B1137,UK,Kandy,2024-11-25,3,Full Board,Suite,2,8714.0,Flight,Agent,11,Monday,4,17428.0,Low Spender
B1138,China,Kandy ,2024-08-13,3,Breakfast,Deluxe,5,7457.0,Bus,Online,8,Tuesday,3,37285.0,Medium Spender
B1139,  Germany  ,Colombo ,2024-03-27,5,Half Board,Deluxe,1,23217.0,Flight,Agent,3,Wednesday,1,23217.0,Medium Spender
B1140,UK,Kandy,2024-10-17,3,Breakfast,Budget,5,8072.0,Flight,Travel Agency,10,Thursday,4,40360.0,Medium Spender
B1141,India,Kandy,2024-08-18,5,Breakfast,Suite,5,23750.0,Taxi,Travel Agency,8,Sunday,3,118750.0,High Spender
B1142,Germany,Kandy,2024-03-14,4,Breakfast,Suite,3,16145.0,Bus,Online,3,Thursday,1,48435.0,Medium Spender
B1143,UK,Kandy,2024-10-04,3,Full Board,Standard,7,8202.0,Train,Travel Agency,10,Friday,4,57414.0,High Spender
B1144,USA,Kandy,2024-07-17,4,Half Board,Deluxe,3,15496.0,Train,Agent,7,Wednesday,3,46488.0,Medium Spender
B1145,Germany,Negombo,2024-12-03,5,Half Board,Suite,5,26812.0,Taxi,Direct,12,Tuesday,4,134060.0,High Spender
B1146,UK,Colombo,2024-11-29,4,Half Board,Suite,1,14098.0,Bus,Agent,11,Friday,4,14098.0,Low Spender
B1147,India,Negombo,2024-01-13,5,Breakfast,Suite,5,25834.0,Bus,Agent,1,Saturday,1,129170.0,High Spender
B1148,France,Colombo,2024-06-11,4,Breakfast,Standard,7,16293.0,Bus,Online,6,Tuesday,2,114051.0,High Spender
B1149,UK,Colombo ,2024-01-28,4,Room Only,Deluxe,3,14109.0,Train,Agent,1,Sunday,1,42327.0,Medium Spender
B1150,China,Colombo,2024-08-16,4,Half Board,Standard,3,14409.0,Train,Agent,8,Friday,3,43227.0,Medium Spender
B1151,Australia,Kandy,2024-10-14,5,Full Board,Deluxe,6,26739.0,Train,Online,10,Monday,4,160434.0,High Spender
B1152,India,Galle,2024-03-10,4,Full Board,Suite,4,14011.0,Flight,Direct,3,Sunday,1,56044.0,High Spender
B1153,UK,Negombo,2024-09-08,5,Half Board,Deluxe,1,26932.0,Flight,Agent,9,Sunday,3,26932.0,Medium Spender
B1154,India,Colombo,2024-12-08,3,Half Board,Deluxe,6,8468.0,Flight,Direct,12,Sunday,4,50808.0,High Spender
B1155,UK,Negombo,2024-08-01,3,Half Board,Deluxe,2,8021.0,Flight,Travel Agency,8,Thursday,3,16042.0,Low Spender
B1156,China,Galle ,2024-05-14,4,Full Board,Deluxe,1,14318.0,Taxi,Online,5,Tuesday,2,14318.0,Low Spender
B1157,France,Negombo,2024-01-06,5,Room Only,Deluxe,4,23498.0,Taxi,Travel Agency,1,Saturday,1,93992.0,High Spender
B1158,India,Kandy,2024-07-06,5,Full Board,Suite,6,24210.0,Bus,Direct,7,Saturday,3,145260.0,High Spender
B1159,  India  ,Negombo,2024-12-09,3,Half Board,Budget,1,8497.0,Flight,Agent,12,Monday,4,8497.0,Low Spender
B1160,UK,Galle,2024-02-14,3,Room Only,Budget,6,8491.0,Flight,Agent,2,Wednesday,1,50946.0,High Spender
B1161,Russia,Kandy,2024-06-18,5,Room Only,Budget,1,26020.0,Train,Online,6,Tuesday,2,26020.0,Medium Spender
B1162,UK,Kandy,2024-12-17,3,Breakfast,Budget,6,7327.0,Bus,Agent,12,Tuesday,4,43962.0,Medium Spender
B1163,Russia,Kandy,2024-04-05,4,Half Board,Budget,4,14054.0,Flight,Online,4,Friday,2,56216.0,High Spender
B1164,UK,Kandy,2024-04-06,5,Room Only,Budget,2,23435.0,Bus,Agent,4,Saturday,2,46870.0,Medium Spender
B1165,Germany,Kandy,2024-09-16,5,Half Board,Standard,4,23754.0,Bus,Agent,9,Monday,3,95016.0,High Spender
B1166,  Russia  ,Colombo,2024-03-23,3,Room Only,Budget,4,7750.0,Flight,Travel Agency,3,Saturday,1,31000.0,Medium Spender
B1167,USA,Colombo,2024-12-11,3,Half Board,Deluxe,6,8289.0,Flight,Direct,12,Wednesday,4,49734.0,Medium Spender
B1168,India,Galle ,2024-07-08,4,Half Board,Suite,3,15137.0,Train,Agent,7,Monday,3,45411.0,Medium Spender
B1169,India,Kandy,2024-08-24,4,Full Board,Suite,7,16197.0,Taxi,Agent,8,Saturday,3,113379.0,High Spender
B1170,India,Colombo,2024-03-12,4,Full Board,Standard,4,14597.0,Taxi,Agent,3,Tuesday,1,58388.0,High Spender
B1171,UK,Colombo,2024-08-29,3,Half Board,Deluxe,2,7234.0,Taxi,Agent,8,Thursday,3,14468.0,Low Spender
B1172,Germany,Colombo ,2024-09-06,5,Full Board,Suite,4,27236.0,Train,Travel Agency,9,Friday,3,108944.0,High Spender
B1173,Russia,Colombo ,2024-06-14,5,Full Board,Deluxe,2,23675.0,Taxi,Agent,6,Friday,2,47350.0,Medium Spender
B1174,India,Colombo,2024-11-18,4,Full Board,Budget,5,13888.0,Bus,Direct,11,Monday,4,69440.0,High Spender
B1175,France,Kandy,2024-08-30,3,Room Only,Suite,3,7867.0,Train,Direct,8,Friday,3,23601.0,Medium Spender
B1176,Australia,Kandy,2024-08-31,4,Half Board,Deluxe,6,14083.0,Train,Direct,8,Saturday,3,84498.0,High Spender
B1177,Australia,Galle ,2024-11-08,3,Breakfast,Suite,5,7951.0,Flight,Direct,11,Friday,4,39755.0,Medium Spender
B1178,USA,Kandy,2024-02-11,5,Full Board,Suite,5,27002.0,Bus,Online,2,Sunday,1,135010.0,High Spender
B1179,USA,Colombo,2024-03-14,4,Room Only,Suite,2,14169.0,Flight,Direct,3,Thursday,1,28338.0,Medium Spender
B1180,Germany,Galle ,2024-06-12,4,Half Board,Standard,7,15932.0,Train,Online,6,Wednesday,2,111524.0,High Spender
B1181,Australia,Kandy,2024-09-15,4,Breakfast,Suite,4,15601.0,Flight,Direct,9,Sunday,3,62404.0,High Spender
B1182,UK,Galle,2024-08-03,3,Half Board,Suite,7,8655.0,Train,Travel Agency,8,Saturday,3,60585.0,High Spender
B1183,Germany,Galle,2024-02-25,4,Full Board,Deluxe,2,15618.0,Taxi,Direct,2,Sunday,1,31236.0,Medium Spender
B1184,Russia,Colombo,2024-06-16,5,Full Board,Deluxe,2,24076.0,Taxi,Online,6,Sunday,2,48152.0,Medium Spender
B1185,India,Colombo,2024-01-18,5,Half Board,Deluxe,5,26282.0,Flight,Online,1,Thursday,1,131410.0,High Spender
B1186,Germany,Negombo,2024-03-12,3,Room Only,Standard,6,7576.0,Bus,Direct,3,Tuesday,1,45456.0,Medium Spender
